task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
unfold the cloth from left to right,"Unfurl this piece of cloth, moving from left to right.",natural,,0.3491649280859354,4.8579,-2.793,0.1788,False,64,generated_natural
unfold the cloth from left to right,Open up the cloth by pulling it towards the right.,natural,,0.4210375882763197,5.1575,-2.8607,0.1496,False,64,generated_natural
unfold the cloth from left to right,Lay the material flat by opening it to the right side.,natural,,0.4764191114900479,5.3884,-2.3355,0.1499,False,64,generated_natural
unfold the cloth from left to right,"From left to right, spread the fabric out completely.",natural,,0.5530779742613615,5.708,-2.1145,0.1303,False,64,generated_natural
unfold the cloth from left to right,open up the yellow cloth to the right,search,,0.5642674490663874,5.7546,-2.1745,0.1238,False,64,search_boards
unfold the cloth from left to right,"Execute a spreading expansion of the draped article, ensuring the physical trajectory of your manipulation originates on your left and terminates on your right.",adversarial,,0.5860606369568259,5.8455,-2.0609,0.1203,False,64,generated_adversarial
unfold the cloth from left to right,Take the cloth and unfold it rightwards.,natural,,0.6976238593153712,6.3106,-1.636,0.0959,False,64,generated_natural
unfold the cloth from left to right,open the yellow cloth from left to right,search,,0.7017741209541919,6.3279,-1.4554,0.1014,False,64,search_boards
unfold the cloth from left to right,open up the cloth from left to right,search,,0.7237654046091984,6.4196,-0.8245,0.1181,False,64,search_boards
unfold the cloth from left to right,open up the yellow cloth from left to right,search,,0.7303912352897696,6.4472,-1.0957,0.105,False,64,search_boards
unfold the cloth from left to right,unfold the yellow towel to the right,search,,0.7360994126679683,6.471,-1.0563,0.1045,False,64,search_boards
unfold the cloth from left to right,Can you spread out the fabric from left to right?,natural,,0.7725571512288969,6.623,-1.1564,0.0871,False,64,generated_natural
unfold the cloth from left to right,unfold the yellow cloth from left to right,search,,0.9275393100445488,7.2691,0.0786,0.0785,False,64,search_boards
unfold the cloth from left to right,unfold the cloth from left to right,original,,1.0,7.5712,0.8931,0.0838,False,64,search_boards
unfold the cloth from right to left,"If it is within your operational parameters, I would be most grateful if you could take the woven material currently resting in a doubled-over state and extend its rightmost boundary toward the sinistral direction.",adversarial,,0.0,0.3462,-9.427,0.3168,False,64,generated_adversarial
unfold the cloth from right to left,"Ensuring you commence on the side corresponding to your right manipulator, deconstruct the overlap of the fabric by drawing it across to the opposite lateral extreme.",adversarial,,0.1528191980238367,1.4162,-7.6659,0.2915,False,64,generated_adversarial
unfold the cloth from right to left,Proceed to execute a planar expansion of the textile asset by translating its dexter extremity toward the sinister orientation.,adversarial,,0.3835018456059617,3.0314,-5.6524,0.2279,False,64,generated_adversarial
unfold the cloth from right to left,"The pliable item typically used for wiping spills, which currently sits creased on the surface, requires you to transpose its eastern edge across to the western side to reveal its full area.",adversarial,,0.3853071042515825,3.044,-6.6552,0.1874,False,64,generated_adversarial
unfold the cloth from right to left,"Can you undo the fold in the cloth, moving right to left?",natural,,0.5317652036078576,4.0695,-3.7044,0.2126,False,64,generated_natural
unfold the cloth from right to left,"Open up the fabric, moving from the right side over to the left.",natural,,0.6908928022029657,5.1837,-2.2876,0.1698,False,64,generated_natural
unfold the cloth from right to left,Take the right edge of the towel and flip it open towards the left.,natural,,0.6992407826133363,5.2422,-2.6808,0.1492,False,64,generated_natural
unfold the cloth from right to left,Grab the folded textile and open it up toward the left side.,natural,,0.7018067397687334,5.2601,-2.5256,0.1537,False,64,generated_natural
unfold the cloth from right to left,unfold the orange rag,search,,0.7211956836774261,5.3959,-2.2484,0.1526,False,64,search_boards
unfold the cloth from right to left,Flatten out the rag by pulling it leftward from the right.,natural,,0.7317913927790228,5.4701,-2.3187,0.1433,False,64,generated_natural
unfold the cloth from right to left,spread the orange rag to the left,search,,0.7535440022501009,5.6224,-1.7936,0.1505,False,64,search_boards
unfold the cloth from right to left,Spread out the fabric starting on the right and ending on the left.,natural,,0.7911122971130454,5.8854,-1.9428,0.1214,False,64,generated_natural
unfold the cloth from right to left,spread the orange cloth to the left,search,,0.805335286874549,5.985,-1.3932,0.1342,False,64,search_boards
unfold the cloth from right to left,spread the orange cloth from right to left,search,,0.8250855133698671,6.1233,-1.1722,0.1306,False,64,search_boards
unfold the cloth from right to left,spread the orange cloth leftward,search,,0.8313531446073255,6.1672,-1.3343,0.1204,False,64,search_boards
unfold the cloth from right to left,spread out the orange cloth to the left,search,,0.8531995089530133,6.3202,-1.0479,0.1181,False,64,search_boards
unfold the cloth from right to left,Please spread the cloth out from right to left.,natural,,0.877794302700946,6.4924,-1.15,0.0989,False,64,generated_natural
unfold the cloth from right to left,"From right to left, go ahead and unfold that piece of material.",natural,,0.8809334773180918,6.5143,-1.3241,0.0901,False,64,generated_natural
unfold the cloth from right to left,spread out the orange cloth from right to left,search,,0.8834235150210202,6.5318,-0.8119,0.1087,False,64,search_boards
unfold the cloth from right to left,unfold the orange cloth to the left,search,,0.886590263289389,6.5539,-0.7125,0.1106,False,64,search_boards
unfold the cloth from right to left,unfold the cloth from right to left,original,,1.0,7.348,0.705,0.0961,False,64,search_boards
unfold the cloth from top left to bottom right,"Provided that the workspace is clear, grasp the upper left-hand extremity of the item typically used for wiping spills, extending it fully until it reaches the lower rightmost position.",adversarial,,0.0,4.4755,-3.7552,0.1748,False,64,generated_adversarial
unfold the cloth from top left to bottom right,"Open the towel up, moving from the top left towards the bottom right.",natural,,0.0926939334531821,4.7714,-2.8081,0.1858,False,64,generated_natural
unfold the cloth from top left to bottom right,Pull the top left edge of the cloth all the way to the bottom right corner.,natural,,0.093331283463908,4.7735,-2.848,0.1841,False,64,generated_natural
unfold the cloth from top left to bottom right,"The piece of fabric, which currently rests in a folded state, must be laid flat, a state you shall achieve by drawing the corner situated at the top left directly over to the bottom right area.",adversarial,,0.230309359302695,5.2107,-2.4484,0.1611,False,64,generated_adversarial
unfold the cloth from top left to bottom right,"If it would not be too much trouble, kindly take the woven textile and expand its surface area, commencing at the uppermost left quadrant and proceeding diagonally to the lowermost right.",adversarial,,0.2662876306256751,5.3256,-2.4509,0.1509,False,64,generated_adversarial
unfold the cloth from top left to bottom right,Unfold the rag from the upper left down to the lower right.,natural,,0.271608698610665,5.3426,-2.0513,0.1651,False,64,generated_natural
unfold the cloth from top left to bottom right,Grab the top left corner of the fabric and pull it down to the bottom right.,natural,,0.3052259676571495,5.4499,-2.2747,0.1468,False,64,generated_natural
unfold the cloth from top left to bottom right,Take the upper left of the material and unfold it towards the bottom right.,natural,,0.3325719517740626,5.5372,-2.0455,0.1481,False,64,generated_natural
unfold the cloth from top left to bottom right,unfold the blue cloth from the top left corner to the bottom right,search,,0.3393389056201755,5.5588,-1.6761,0.1607,False,64,search_boards
unfold the cloth from top left to bottom right,"Proceed to unfurl the material, ensuring that the trajectory of your manipulation originates in the top left corner and ultimately concludes at the bottom right.",adversarial,,0.3395246524487503,5.5594,-2.0749,0.145,False,64,generated_adversarial
unfold the cloth from top left to bottom right,Flatten out the piece of fabric by bringing the top left over to the bottom right.,natural,,0.4017703869331457,5.7581,-1.6948,0.1424,False,64,generated_natural
unfold the cloth from top left to bottom right,Please spread out the cloth by pulling the upper left side to the lower right.,natural,,0.412533761871404,5.7924,-1.8481,0.1333,False,64,generated_natural
unfold the cloth from top left to bottom right,"Starting at the top left, unfold the cloth all the way to the bottom right.",natural,,0.6347559718559409,6.5018,-0.7708,0.113,False,64,generated_natural
unfold the cloth from top left to bottom right,unfold the cloth from the top left to the bottom right,search,,0.6838849818423487,6.6586,-0.4086,0.1133,False,64,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left toward bottom right,search,,0.786368983837292,6.9858,0.164,0.1069,False,64,search_boards
unfold the cloth from top left to bottom right,unfold the cloth diagonally from top left to bottom right,search,,0.8330268412823362,7.1347,0.2444,0.0969,False,64,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top-left to bottom-right,search,,0.8357524081755371,7.1434,0.3435,0.1,False,64,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right corner,search,,0.8429826753685132,7.1665,0.5287,0.1053,False,64,search_boards
unfold the cloth from top left to bottom right,unfold the cloth from top left to bottom right,original,,1.0,7.6678,1.0104,0.0799,False,64,search_boards
unfold the cloth from top right to bottom left,"Toward the bottom left is where the top right section of the cloth ought to be relocated, ensuring the item is thoroughly spread out in the process",adversarial,,0.0,3.5662,-4.8377,0.2126,False,64,generated_adversarial
unfold the cloth from top right to bottom left,"The fabric, which currently lies folded on the surface, requires you to initiate a flattening maneuver beginning at its northeast vertex and terminating at the southwest position",adversarial,,0.1763388646314928,4.3811,-3.107,0.2086,False,64,generated_adversarial
unfold the cloth from top right to bottom left,unfold the blue fabric from the top right corner,search,,0.1963853086988283,4.4738,-3.3994,0.1889,False,64,search_boards
unfold the cloth from top right to bottom left,unfold the blue fabric starting from the top right,search,,0.253572769490856,4.738,-3.7112,0.1533,False,64,search_boards
unfold the cloth from top right to bottom left,unfold the blue cloth starting from the top right,search,,0.2659701031651514,4.7953,-3.6637,0.1501,False,64,search_boards
