gt,paraphrase
move white toy to the right corner of the table,Transport the white toy and place it in the corner on the right side of the table
move white toy to the right corner of the table,Move the white toy and place it in the corner at the right end of the table
move white toy to the right corner of the table,Take the white toy and move it to the corner on the right side of the table
move white toy to the right corner of the table,Move the white toy over to the corner on the right side of the table
move white toy to the right corner of the table,Maneuver the white toy to the corner on the right side of the table
move white toy to the right corner of the table,Push the white toy towards the corner of the table on the right side
move white toy to the right corner of the table,Relocate the white toy to the corner at the right end of the table
move white toy to the right corner of the table,Slide the white toy to the corner located on the right side of the table
move white toy to the right corner of the table,Displace the white toy and settle it in the corner at the rightmost end of the table
move white toy to the right corner of the table,Adjust the position of the white toy to the right corner of the table
move white toy to the right corner of the table,Move the white toy over to the corner located on the right side of the table
move white toy to the right corner of the table,Move the toy that is white to the corner on the right side of the table
move white toy to the right corner of the table,"Transfer the toy, which is white, to the corner positioned on the right side of the table"
move white toy to the right corner of the table,Move the white toy so that it is situated in the corner on the right side of the table
move white toy to the right corner of the table,Position the white toy in the right corner of the table
move white toy to the right corner of the table,Transfer the white toy to the corner situated on the right side of the table
move white toy to the right corner of the table,Relocate the toy that is white to the corner at the right end of the table
move white toy to the right corner of the table,Shift the white-colored toy to the corner situated on the right-hand side of the table
move white toy to the right corner of the table,Transfer the white toy to the right corner of the table
move white toy to the right corner of the table,Place the white toy in the corner of the table on the right side
move white toy to the right corner of the table,Relocate the white toy and position it in the corner at the right side of the table
move white toy to the right corner of the table,Slide the white toy towards the corner positioned on the right side of the table
move white toy to the right corner of the table,Shift the white toy to the right corner of the table
move white toy to the right corner of the table,Place the white toy in the corner located at the right end of the table
move white toy to the right corner of the table,Shift the white-colored toy to the corner positioned towards the right-hand side of the table
move white toy to the right corner of the table,Please relocate the white toy to the right corner of the table
move white toy to the right corner of the table,Transfer the white toy and position it in the right corner of the table
move white toy to the right corner of the table,Transfer the white toy to the corner located on the right side of the table
